Date,case_rate,cases,death_rate,deaths,location
6/13/2020,219.98,12,0,0,CITY OF LA HABRA HEIGHTS
6/13/2020,451.62,224,38.31,19,CITY OF LA MIRADA
6/13/2020,520.92,212,4.91,2,CITY OF LA PUENTE
6/13/2020,123.19,41,6.01,2,CITY OF LA VERNE
6/13/2020,327.27,263,8.71,7,CITY OF LAKEWOOD
6/13/2020,454.29,734,7.43,12,CITY OF LANCASTER
6/13/2020,458.14,154,17.85,6,CITY OF LAWNDALE
6/13/2020,265.33,55,28.94,6,CITY OF LOMITA
6/13/2020,1233.92,889,62.46,45,CITY OF LYNWOOD
6/13/2020,308.62,40,7.72,1,CITY OF MALIBU
6/13/2020,236.12,85,8.33,3,CITY OF MANHATTAN BEACH
6/13/2020,1479.55,415,39.22,11,CITY OF MAYWOOD
6/13/2020,476.8,185,64.43,25,CITY OF MONROVIA
6/13/2020,832.62,536,27.96,18,CITY OF MONTEBELLO
6/13/2020,340.5,212,16.06,10,CITY OF MONTEREY PARK
6/13/2020,642.06,691,24.16,26,CITY OF NORWALK
6/13/2020,552.94,879,12.58,20,CITY OF PALMDALE
6/13/2020,325.4,44,7.4,1,CITY OF PALOS VERDES ESTATES
6/13/2020,887.14,497,17.85,10,CITY OF PARAMOUNT
6/13/2020,1068.7,687,49.78,32,CITY OF PICO RIVERA
6/13/2020,504.07,786,9.62,15,CITY OF POMONA
6/13/2020,247.97,106,25.73,11,CITY OF RANCHO PALOS VERDES
6/13/2020,234.36,161,10.19,7,CITY OF REDONDO BEACH
6/13/2020,103.09,2,0,0,CITY OF ROLLING HILLS
6/13/2020,209.54,17,0,0,CITY OF ROLLING HILLS ESTATES
6/13/2020,281.84,156,12.65,7,CITY OF ROSEMEAD
6/13/2020,240.47,83,5.79,2,CITY OF SAN DIMAS
6/13/2020,967.01,238,40.63,10,CITY OF SAN FERNANDO
6/13/2020,439.52,180,48.84,20,CITY OF SAN GABRIEL
6/13/2020,180.76,24,7.53,1,CITY OF SAN MARINO
6/13/2020,398.78,879,9.07,20,CITY OF SANTA CLARITA
6/13/2020,528.21,97,0,0,CITY OF SANTA FE SPRINGS
6/13/2020,348.31,322,22.72,21,CITY OF SANTA MONICA
6/13/2020,136.5,15,18.2,2,CITY OF SIERRA MADRE
6/13/2020,381.45,45,0,0,CITY OF SIGNAL HILL
6/13/2020,780.46,163,14.36,3,CITY OF SOUTH EL MONTE
6/13/2020,1045.29,1026,19.36,19,CITY OF SOUTH GATE
6/13/2020,529.69,138,76.77,20,CITY OF SOUTH PASADENA
6/13/2020,518.45,189,76.81,28,CITY OF TEMPLE CITY
6/13/2020,291.42,435,32.16,48,CITY OF TORRANCE
6/13/2020,1913.88,4,0,0,CITY OF VERNON
6/13/2020,196.52,60,3.28,1,CITY OF WALNUT
6/13/2020,473.97,513,7.39,8,CITY OF WEST COVINA
6/13/2020,533.14,197,10.83,4,CITY OF WEST HOLLYWOOD
6/13/2020,83.73,7,0,0,CITY OF WESTLAKE VILLAGE
6/13/2020,486.09,425,12.58,11,CITY OF WHITTIER
6/13/2020,796.3,32207,34.19,1383,LOS ANGELES
6/13/2020,829.07,68,36.58,3,LOS ANGELES - ADAMS-NORMANDIE
6/13/2020,562.47,70,0,0,LOS ANGELES - ALSACE
6/13/2020,0,0,0,0,LOS ANGELES - ANGELES NATIONAL FOREST
6/13/2020,839.33,21,39.97,1,LOS ANGELES - ANGELINO HEIGHTS
6/13/2020,954.32,328,20.37,7,LOS ANGELES - ARLETA
6/13/2020,375.02,55,13.64,2,LOS ANGELES - ATWATER VILLAGE
6/13/2020,645.78,201,57.83,18,LOS ANGELES - BALDWIN HILLS
6/13/2020,462.69,39,0,0,LOS ANGELES - BEL AIR
6/13/2020,327.35,41,15.97,2,LOS ANGELES - BEVERLY CREST
6/13/2020,318.83,42,0,0,LOS ANGELES - BEVERLYWOOD
6/13/2020,1262.6,1097,21.87,19,LOS ANGELES - BOYLE HEIGHTS
6/13/2020,284.28,88,6.46,2,LOS ANGELES - BRENTWOOD
6/13/2020,0,0,0,0,LOS ANGELES - BROOKSIDE
6/13/2020,505.55,36,14.04,1,LOS ANGELES - CADILLAC-CORNING
6/13/2020,920.52,601,45.95,30,LOS ANGELES - CANOGA PARK
6/13/2020,647.5,93,55.7,8,LOS ANGELES - CARTHAY
6/13/2020,1554.16,606,43.6,17,LOS ANGELES - CENTRAL
6/13/2020,312.7,40,0,0,LOS ANGELES - CENTURY CITY
6/13/2020,1214.24,410,8.88,3,LOS ANGELES - CENTURY PALMS/COVE
6/13/2020,609.81,226,70.15,26,LOS ANGELES - CHATSWORTH
6/13/2020,239.89,22,10.9,1,LOS ANGELES - CHEVIOT HILLS
6/13/2020,361.55,29,12.47,1,LOS ANGELES - CHINATOWN
6/13/2020,639.04,93,27.49,4,LOS ANGELES - CLOVERDALE/COCHRAN
6/13/2020,765.52,116,125.39,19,LOS ANGELES - COUNTRY CLUB PARK
6/13/2020,643.58,89,14.46,2,LOS ANGELES - CRENSHAW DISTRICT
6/13/2020,853.27,97,131.95,15,LOS ANGELES - CRESTVIEW
6/13/2020,310.66,93,13.36,4,LOS ANGELES - DEL REY
6/13/2020,694.37,191,14.54,4,LOS ANGELES - DOWNTOWN
6/13/2020,550.66,218,40.42,16,LOS ANGELES - EAGLE ROCK
6/13/2020,867.28,254,129.75,38,LOS ANGELES - EAST HOLLYWOOD
6/13/2020,441.92,63,7.01,1,LOS ANGELES - ECHO PARK
6/13/2020,600.36,251,40.66,17,LOS ANGELES - EL SERENO
6/13/2020,280.11,16,0,0,LOS ANGELES - ELYSIAN PARK
6/13/2020,727.56,74,0,0,LOS ANGELES - ELYSIAN VALLEY
6/13/2020,343.13,155,26.57,12,LOS ANGELES - ENCINO
6/13/2020,450.99,15,0,0,LOS ANGELES - EXPOSITION
6/13/2020,741.37,333,22.26,10,LOS ANGELES - EXPOSITION PARK
6/13/2020,277.78,10,27.78,1,LOS ANGELES - FAIRCREST HEIGHTS
6/13/2020,710.93,62,0,0,LOS ANGELES - FIGUEROA PARK SQUARE
6/13/2020,1249.87,593,27.4,13,LOS ANGELES - FLORENCE-FIRESTONE
6/13/2020,667.64,211,18.98,6,LOS ANGELES - GLASSELL PARK
6/13/2020,817.54,88,18.58,2,LOS ANGELES - GRAMERCY PLACE
6/13/2020,742.38,432,73.89,43,LOS ANGELES - GRANADA HILLS
6/13/2020,1116.02,240,18.6,4,LOS ANGELES - GREEN MEADOWS
6/13/2020,557.54,95,11.74,2,LOS ANGELES - HANCOCK PARK
6/13/2020,485.04,141,17.2,5,LOS ANGELES - HARBOR CITY
6/13/2020,422.02,184,13.76,6,LOS ANGELES - HARBOR GATEWAY
6/13/2020,373.6,9,0,0,LOS ANGELES - HARBOR PINES
6/13/2020,959.25,173,83.17,15,LOS ANGELES - HARVARD HEIGHTS
6/13/2020,1122.97,426,15.82,6,LOS ANGELES - HARVARD PARK
6/13/2020,622.02,301,2.07,1,LOS ANGELES - HIGHLAND PARK
6/13/2020,1268.93,176,43.26,6,LOS ANGELES - HISTORIC FILIPINOTOWN
6/13/2020,468.84,320,8.79,6,LOS ANGELES - HOLLYWOOD
6/13/2020,305.77,90,16.99,5,LOS ANGELES - HOLLYWOOD HILLS
6/13/2020,658.7,188,17.52,5,LOS ANGELES - HYDE PARK
6/13/2020,780.38,63,12.39,1,LOS ANGELES - JEFFERSON PARK
6/13/2020,708.03,366,34.82,18,LOS ANGELES - KOREATOWN
6/13/2020,526.43,24,0,0,LOS ANGELES - LAFAYETTE SQUARE
6/13/2020,582.86,246,18.95,8,LOS ANGELES - LAKE BALBOA
6/13/2020,1058.4,139,30.46,4,LOS ANGELES - LAKEVIEW TERRACE
6/13/2020,472.6,72,13.13,2,LOS ANGELES - LEIMERT PARK
6/13/2020,1058.38,345,70.56,23,LOS ANGELES - LINCOLN HEIGHTS
6/13/2020,2791.28,224,473.52,38,LOS ANGELES - LITTLE ARMENIA
6/13/2020,649.19,184,14.11,4,LOS ANGELES - LITTLE BANGLADESH
6/13/2020,1053.3,33,63.84,2,LOS ANGELES - LITTLE TOKYO
6/13/2020,697.03,30,0,0,LOS ANGELES - LONGWOOD
6/13/2020,277.67,60,4.63,1,LOS ANGELES - LOS FELIZ
6/13/2020,351.45,30,11.72,1,LOS ANGELES - MANCHESTER SQUARE
6/13/2020,96.03,3,0,0,LOS ANGELES - MANDEVILLE CANYON
6/13/2020,218.97,93,11.77,5,LOS ANGELES - MAR VISTA
6/13/2020,344.04,15,0,0,LOS ANGELES - MARINA PENINSULA
6/13/2020,859.76,668,54.06,42,LOS ANGELES - MELROSE
6/13/2020,904.86,136,99.8,15,LOS ANGELES - MID-CITY
6/13/2020,261.33,47,27.8,5,LOS ANGELES - MIRACLE MILE
6/13/2020,812.47,196,37.31,9,LOS ANGELES - MISSION HILLS
6/13/2020,517.71,125,12.42,3,LOS ANGELES - MT. WASHINGTON
6/13/2020,954.93,588,38.98,24,LOS ANGELES - NORTH HILLS
6/13/2020,582.48,882,17.17,26,LOS ANGELES - NORTH HOLLYWOOD
6/13/2020,603.18,421,44.41,31,LOS ANGELES - NORTHRIDGE
6/13/2020,286.51,61,14.09,3,LOS ANGELES - PACIFIC PALISADES
6/13/2020,1250.99,963,24.68,19,LOS ANGELES - PACOIMA
6/13/2020,182.01,7,0,0,LOS ANGELES - PALISADES HIGHLANDS
6/13/2020,492.29,216,47.86,21,LOS ANGELES - PALMS
6/13/2020,1328.9,1000,57.14,43,LOS ANGELES - PANORAMA CITY
6/13/2020,169.37,23,7.36,1,LOS ANGELES - PARK LA BREA
6/13/2020,1730.32,724,148.18,62,LOS ANGELES - PICO-UNION
6/13/2020,125.16,4,0,0,LOS ANGELES - PLAYA DEL REY
6/13/2020,319.72,35,0,0,LOS ANGELES - PLAYA VISTA
6/13/2020,295.04,105,19.67,7,LOS ANGELES - PORTER RANCH
6/13/2020,304.88,20,0,0,LOS ANGELES - RANCHO PARK
6/13/2020,359.71,10,0,0,LOS ANGELES - REGENT SQUARE
6/13/2020,964.54,739,52.21,40,LOS ANGELES - RESEDA
6/13/2020,690.25,32,0,0,LOS ANGELES - RESEDA RANCH
6/13/2020,331.13,14,0,0,LOS ANGELES - REYNIER VILLAGE
6/13/2020,1290.4,1007,23.07,18,LOS ANGELES - SAN PEDRO
6/13/2020,247.64,11,0,0,LOS ANGELES - SHADOW HILLS
6/13/2020,318.61,278,11.46,10,LOS ANGELES - SHERMAN OAKS
6/13/2020,501.33,221,31.76,14,LOS ANGELES - SILVERLAKE
6/13/2020,377.54,40,9.44,1,LOS ANGELES - SOUTH CARTHAY
6/13/2020,1530.52,581,26.34,10,LOS ANGELES - SOUTH PARK
6/13/2020,1068.94,49,130.89,6,LOS ANGELES - ST ELMO VILLAGE
6/13/2020,392.16,88,31.19,7,LOS ANGELES - STUDIO CITY
6/13/2020,731.67,384,17.15,9,LOS ANGELES - SUN VALLEY
6/13/2020,837.91,171,88.2,18,LOS ANGELES - SUNLAND
6/13/2020,154.56,1,0,0,LOS ANGELES - SYCAMORE SQUARE
6/13/2020,1195.42,985,58.25,48,LOS ANGELES - SYLMAR
6/13/2020,916.57,283,58.3,18,LOS ANGELES - TARZANA
6/13/2020,1023.25,404,35.46,14,LOS ANGELES - TEMPLE-BEAUDRY
6/13/2020,397.59,39,0,0,LOS ANGELES - THAI TOWN
6/13/2020,264.25,23,0,0,LOS ANGELES - TOLUCA LAKE
6/13/2020,612.56,8,0,0,LOS ANGELES - TOLUCA TERRACE
6/13/2020,161.46,3,0,0,LOS ANGELES - TOLUCA WOODS
6/13/2020,492.63,137,39.55,11,LOS ANGELES - TUJUNGA
6/13/2020,437.45,15,29.16,1,LOS ANGELES - UNIVERSITY HILLS
6/13/2020,954.25,262,14.57,4,LOS ANGELES - UNIVERSITY PARK
6/13/2020,546.38,164,26.65,8,LOS ANGELES - VALLEY GLEN
6/13/2020,999.19,247,76.86,19,LOS ANGELES - VALLEY VILLAGE
6/13/2020,986.11,919,38.63,36,LOS ANGELES - VAN NUYS
6/13/2020,218.39,74,5.9,2,LOS ANGELES - VENICE
6/13/2020,1279.07,220,23.26,4,LOS ANGELES - VERMONT KNOLLS
6/13/2020,1358.23,104,26.12,2,LOS ANGELES - VERMONT SQUARE
6/13/2020,1209.15,498,19.42,8,LOS ANGELES - VERMONT VISTA
6/13/2020,1700.07,884,25,13,LOS ANGELES - VERNON CENTRAL
6/13/2020,809.62,68,23.81,2,LOS ANGELES - VICTORIA PARK
6/13/2020,297.78,11,54.14,2,LOS ANGELES - VIEW HEIGHTS
6/13/2020,1040.45,444,21.09,9,LOS ANGELES - WATTS
6/13/2020,691.76,34,0,0,LOS ANGELES - WELLINGTON SQUARE
6/13/2020,1085.78,300,72.39,20,LOS ANGELES - WEST ADAMS
6/13/2020,424.22,172,46.86,19,LOS ANGELES - WEST HILLS
6/13/2020,257.73,97,13.29,5,LOS ANGELES - WEST LOS ANGELES
6/13/2020,1204.24,646,35.42,19,LOS ANGELES - WEST VERNON
6/13/2020,228.67,118,21.32,11,LOS ANGELES - WESTCHESTER
6/13/2020,1667.93,990,153.31,91,LOS ANGELES - WESTLAKE
6/13/2020,158.94,86,9.24,5,LOS ANGELES - WESTWOOD
6/13/2020,2574.11,930,22.14,8,LOS ANGELES - WHOLESALE DISTRICT
6/13/2020,665.64,376,8.85,5,LOS ANGELES - WILMINGTON
6/13/2020,619.89,311,39.86,20,LOS ANGELES - WILSHIRE CENTER
6/13/2020,697.1,361,7.72,4,LOS ANGELES - WINNETKA
6/13/2020,293.88,200,20.57,14,LOS ANGELES - WOODLAND HILLS
6/13/2020,200.73,16,25.09,2,UNINCORPORATED - ACTON
6/13/2020,216.45,9,0,0,UNINCORPORATED - AGUA DULCE
6/13/2020,408.07,178,13.76,6,UNINCORPORATED - ALTADENA
6/13/2020,132.63,2,0,0,UNINCORPORATED - ANAVERDE
6/13/2020,160.64,2,0,0,UNINCORPORATED - ANGELES NATIONAL FOREST
6/13/2020,150.36,12,12.53,1,UNINCORPORATED - ARCADIA
6/13/2020,709.2,301,21.21,9,UNINCORPORATED - ATHENS-WESTMONT
6/13/2020,939.35,46,40.84,2,UNINCORPORATED - ATHENS VILLAGE
6/13/2020,605.17,41,14.76,1,UNINCORPORATED - AVOCADO HEIGHTS
6/13/2020,584.06,93,12.56,2,UNINCORPORATED - AZUSA
6/13/2020,992.1,147,27,4,UNINCORPORATED - BASSETT
6/13/2020,93.2,1,93.2,1,UNINCORPORATED - BOUQUET CANYON
6/13/2020,0,0,0,0,UNINCORPORATED - BRADBURY
6/13/2020,504.66,39,0,0,UNINCORPORATED - CANYON COUNTRY
6/13/2020,6255.75,1701,3.68,1,UNINCORPORATED - CASTAIC
6/13/2020,0,0,0,0,UNINCORPORATED - CERRITOS
6/13/2020,0,0,0,0,UNINCORPORATED - CHARTER OAK
6/13/2020,0,0,0,0,UNINCORPORATED - CLAREMONT
6/13/2020,410.25,69,0,0,UNINCORPORATED - COVINA
6/13/2020,456.48,60,0,0,UNINCORPORATED - COVINA (CHARTER OAK)
6/13/2020,409.74,18,22.76,1,UNINCORPORATED - DEL AIRE
6/13/2020,314.47,1,0,0,UNINCORPORATED - DEL REY
6/13/2020,82.82,2,41.41,1,UNINCORPORATED - DEL SUR
6/13/2020,240.67,6,40.11,1,UNINCORPORATED - DESERT VIEW HIGHLANDS
6/13/2020,406.5,18,22.58,1,UNINCORPORATED - DUARTE
6/13/2020,0,0,0,0,UNINCORPORATED - EAST COVINA
6/13/2020,434.62,23,0,0,UNINCORPORATED - EAST LA MIRADA
6/13/2020,0,0,0,0,UNINCORPORATED - EAST LANCASTER
6/13/2020,1250.11,1566,35.92,45,UNINCORPORATED - EAST LOS ANGELES
6/13/2020,62.47,4,0,0,UNINCORPORATED - EAST PASADENA
6/13/2020,640.19,98,13.07,2,UNINCORPORATED - EAST RANCHO DOMINGUEZ
6/13/2020,282.7,15,0,0,UNINCORPORATED - EAST WHITTIER
6/13/2020,671.14,59,22.75,2,UNINCORPORATED - EL CAMINO VILLAGE
6/13/2020,0,0,0,0,UNINCORPORATED - EL MONTE
6/13/2020,240.82,4,0,0,UNINCORPORATED - ELIZABETH LAKE
6/13/2020,1290.47,835,27.82,18,UNINCORPORATED - FLORENCE-FIRESTONE
6/13/2020,0,0,0,0,UNINCORPORATED - FRANKLIN CANYON
6/13/2020,454.55,3,0,0,UNINCORPORATED - GLENDORA
6/13/2020,355.83,199,3.58,2,UNINCORPORATED - HACIENDA HEIGHTS
6/13/2020,0,0,0,0,UNINCORPORATED - HARBOR GATEWAY
6/13/2020,318.22,8,0,0,UNINCORPORATED - HAWTHORNE
6/13/2020,91.07,1,0,0,UNINCORPORATED - HI VISTA
6/13/2020,566.57,8,70.82,1,UNINCORPORATED - KAGEL/LOPEZ CANYONS
6/13/2020,176.76,35,5.05,1,UNINCORPORATED - LA CRESCENTA-MONTROSE
6/13/2020,0,0,0,0,UNINCORPORATED - LA HABRA HEIGHTS
6/13/2020,1590.36,33,0,0,UNINCORPORATED - LA RAMBLA
6/13/2020,245.1,5,0,0,UNINCORPORATED - LA VERNE
6/13/2020,296.99,21,14.14,1,UNINCORPORATED - LADERA HEIGHTS
6/13/2020,149.7,1,0,0,UNINCORPORATED - LAKE HUGHES
6/13/2020,246.27,32,15.39,2,UNINCORPORATED - LAKE LOS ANGELES
6/13/2020,243.46,4,0,0,UNINCORPORATED - LAKE MANOR
6/13/2020,0,0,0,0,UNINCORPORATED - LAKEWOOD
6/13/2020,625.5,141,0,0,UNINCORPORATED - LENNOX
6/13/2020,171.33,3,0,0,UNINCORPORATED - LEONA VALLEY
6/13/2020,397.91,16,0,0,UNINCORPORATED - LITTLEROCK
6/13/2020,154.2,2,0,0,UNINCORPORATED - LITTLEROCK/JUNIPER HILLS
6/13/2020,700.48,25,0,0,UNINCORPORATED - LITTLEROCK/PEARBLOSSOM
6/13/2020,114.03,1,0,0,UNINCORPORATED - LLANO
6/13/2020,170.01,16,10.63,1,UNINCORPORATED - MARINA DEL REY
6/13/2020,0,0,0,0,UNINCORPORATED - MIRACLE MILE
6/13/2020,592.63,23,0,0,UNINCORPORATED - MONROVIA
6/13/2020,454.55,1,0,0,UNINCORPORATED - NEWHALL
6/13/2020,500.83,6,0,0,UNINCORPORATED - NORTH LANCASTER
6/13/2020,251.2,21,11.96,1,UNINCORPORATED - NORTH WHITTIER
6/13/2020,287.07,69,16.64,4,UNINCORPORATED - NORTHEAST SAN GABRIEL
6/13/2020,712.59,6,0,0,UNINCORPORATED - PALMDALE
6/13/2020,0,0,0,0,UNINCORPORATED - PALOS VERDES PENINSULA
6/13/2020,204.5,4,0,0,UNINCORPORATED - PEARBLOSSOM/LLANO
6/13/2020,161.55,1,0,0,UNINCORPORATED - PELLISSIER VILLAGE
6/13/2020,0,0,0,0,UNINCORPORATED - PLACERITA CANYON
6/13/2020,206.4,4,51.6,1,UNINCORPORATED - POMONA
6/13/2020,371.92,48,69.74,9,UNINCORPORATED - QUARTZ HILL
6/13/2020,751.6,20,37.58,1,UNINCORPORATED - RANCHO DOMINGUEZ
6/13/2020,107.41,1,0,0,UNINCORPORATED - ROOSEVELT
6/13/2020,622.08,8,0,0,UNINCORPORATED - ROSEWOOD
6/13/2020,83.82,1,0,0,UNINCORPORATED - ROSEWOOD/EAST GARDENA
6/13/2020,892.59,30,29.75,1,UNINCORPORATED - ROSEWOOD/WEST RANCHO DOMINGUEZ
6/13/2020,364.55,186,7.84,4,UNINCORPORATED - ROWLAND HEIGHTS
6/13/2020,0,0,0,0,UNINCORPORATED - SAN CLEMENTE ISLAND
6/13/2020,0,0,0,0,UNINCORPORATED - SAN FRANCISQUITO CANYON/BOUQUET CANYON
6/13/2020,563.77,114,14.84,3,UNINCORPORATED - SAN JOSE HILLS
6/13/2020,98.28,2,0,0,UNINCORPORATED - SAN PASQUAL
6/13/2020,0,0,0,0,UNINCORPORATED - SAND CANYON
6/13/2020,749.06,2,0,0,UNINCORPORATED - SANTA CATALINA ISLAND
6/13/2020,150.37,28,5.37,1,UNINCORPORATED - SANTA MONICA MOUNTAINS
6/13/2020,3225.81,5,0,0,UNINCORPORATED - SAUGUS
6/13/2020,0,0,0,0,UNINCORPORATED - SAUGUS/CANYON COUNTRY
6/13/2020,219.78,1,0,0,UNINCORPORATED - SOUTH ANTELOPE VALLEY
6/13/2020,501.39,9,0,0,UNINCORPORATED - SOUTH EL MONTE
6/13/2020,599.01,53,45.21,4,UNINCORPORATED - SOUTH SAN GABRIEL
6/13/2020,384.99,228,11.82,7,UNINCORPORATED - SOUTH WHITTIER
6/13/2020,0,0,0,0,UNINCORPORATED - SOUTHEAST ANTELOPE VALLEY
6/13/2020,181.25,38,0,0,UNINCORPORATED - STEVENSON RANCH
6/13/2020,397.61,24,0,0,UNINCORPORATED - SUN VILLAGE
6/13/2020,617.28,8,0,0,UNINCORPORATED - SUNRISE VILLAGE
6/13/2020,422.2,7,60.31,1,UNINCORPORATED - TWIN LAKES/OAT MOUNTAIN
6/13/2020,695.07,23,0,0,UNINCORPORATED - VAL VERDE
6/13/2020,358.07,11,32.55,1,UNINCORPORATED - VALENCIA
6/13/2020,594.75,139,4.28,1,UNINCORPORATED - VALINDA
6/13/2020,360.98,42,17.19,2,UNINCORPORATED - VIEW PARK/WINDSOR HILLS
6/13/2020,1108.84,179,24.78,4,UNINCORPORATED - WALNUT PARK
6/13/2020,132.36,2,0,0,UNINCORPORATED - WEST ANTELOPE VALLEY
6/13/2020,556.91,123,45.28,10,UNINCORPORATED - WEST CARSON
6/13/2020,0,0,0,0,UNINCORPORATED - WEST CHATSWORTH
6/13/2020,2521.01,24,210.08,2,UNINCORPORATED - WEST LA
6/13/2020,599.9,59,0,0,UNINCORPORATED - WEST PUENTE VALLEY
6/13/2020,735.84,10,73.58,1,UNINCORPORATED - WEST RANCHO DOMINGUEZ
6/13/2020,846.8,228,18.57,5,UNINCORPORATED - WEST WHITTIER/LOS NIETOS
6/13/2020,0,0,0,0,UNINCORPORATED - WESTFIELD/ACADEMY HILLS
6/13/2020,0,0,0,0,UNINCORPORATED - WESTHILLS
6/13/2020,298.67,11,0,0,UNINCORPORATED - WHITE FENCE FARMS
6/13/2020,396.41,15,0,0,UNINCORPORATED - WHITTIER
6/13/2020,0,0,0,0,UNINCORPORATED - WHITTIER NARROWS
6/13/2020,993.9,347,20.05,7,UNINCORPORATED - WILLOWBROOK
6/13/2020,348.43,21,0,0,UNINCORPORATED - WISEBURN
6/14/2020,Case Rate,Cases,Death Rate,Deaths,CITY/COMMUNITY
6/14/2020,182,38,5,1,CITY OF AGOURA HILLS
6/14/2020,330,286,10,9,CITY OF ALHAMBRA
6/14/2020,184,106,10,6,CITY OF ARCADIA
6/14/2020,351,59,6,1,CITY OF ARTESIA
6/14/2020,0,0,0,0,CITY OF AVALON
6/14/2020,546,273,10,5,CITY OF AZUSA
6/14/2020,643,494,9,7,CITY OF BALDWIN PARK
6/14/2020,1338,486,61,22,CITY OF BELL
6/14/2020,1040,448,26,11,CITY OF BELL GARDENS
6/14/2020,713,554,31,24,CITY OF BELLFLOWER
6/14/2020,490,169,17,6,CITY OF BEVERLY HILLS
6/14/2020,374,4,0,0,CITY OF BRADBURY
6/14/2020,413,443,41,44,CITY OF BURBANK
6/14/2020,407,99,41,10,CITY OF CALABASAS
6/14/2020,569,534,28,26,CITY OF CARSON
6/14/2020,306,153,6,3,CITY OF CERRITOS
6/14/2020,197,72,5,2,CITY OF CLAREMONT
6/14/2020,949,124,8,1,CITY OF COMMERCE
6/14/2020,936,935,21,21,CITY OF COMPTON
6/14/2020,506,248,14,7,CITY OF COVINA
6/14/2020,1413,344,33,8,CITY OF CUDAHY
6/14/2020,439,175,63,25,CITY OF CULVER CITY
6/14/2020,153,88,2,1,CITY OF DIAMOND BAR
6/14/2020,906,1035,31,35,CITY OF DOWNEY
6/14/2020,672,148,77,17,CITY OF DUARTE
6/14/2020,795,932,32,37,CITY OF EL MONTE
6/14/2020,232,39,0,0,CITY OF EL SEGUNDO
6/14/2020,573,351,46,28,CITY OF GARDENA
6/14/2020,548,1131,46,96,CITY OF GLENDALE
6/14/2020,356,188,17,9,CITY OF GLENDORA
6/14/2020,777,114,7,1,CITY OF HAWAIIAN GARDENS
6/14/2020,598,531,23,20,CITY OF HAWTHORNE
6/14/2020,229,45,10,2,CITY OF HERMOSA BEACH
6/14/2020,159,3,0,0,CITY OF HIDDEN HILLS
6/14/2020,1289,767,25,15,CITY OF HUNTINGTON PARK
6/14/2020,2746,12,458,2,CITY OF INDUSTRY
6/14/2020,663,753,51,58,CITY OF INGLEWOOD
6/14/2020,343,5,0,0,CITY OF IRWINDALE
6/14/2020,275,57,29,6,CITY OF LA CANADA FLINTRIDGE
6/14/2020,220,12,0,0,CITY OF LA HABRA HEIGHTS
6/14/2020,460,228,38,19,CITY OF LA MIRADA
6/14/2020,555,226,5,2,CITY OF LA PUENTE
6/14/2020,129,43,6,2,CITY OF LA VERNE
6/14/2020,347,279,10,8,CITY OF LAKEWOOD
6/14/2020,468,756,8,13,CITY OF LANCASTER
6/14/2020,467,157,18,6,CITY OF LAWNDALE
6/14/2020,275,57,29,6,CITY OF LOMITA
6/14/2020,1292,931,67,48,CITY OF LYNWOOD
6/14/2020,309,40,8,1,CITY OF MALIBU
6/14/2020,242,87,8,3,CITY OF MANHATTAN BEACH
6/14/2020,1558,437,39,11,CITY OF MAYWOOD
6/14/2020,482,187,64,25,CITY OF MONROVIA
6/14/2020,887,571,28,18,CITY OF MONTEBELLO
6/14/2020,357,222,16,10,CITY OF MONTEREY PARK
6/14/2020,682,734,24,26,CITY OF NORWALK
6/14/2020,577,917,13,20,CITY OF PALMDALE
6/14/2020,340,46,7,1,CITY OF PALOS VERDES ESTATES
6/14/2020,962,539,21,12,CITY OF PARAMOUNT
6/14/2020,1090,701,51,33,CITY OF PICO RIVERA
6/14/2020,527,822,10,16,CITY OF POMONA
6/14/2020,253,108,26,11,CITY OF RANCHO PALOS VERDES
6/14/2020,243,167,12,8,CITY OF REDONDO BEACH
6/14/2020,103,2,0,0,CITY OF ROLLING HILLS
6/14/2020,210,17,0,0,CITY OF ROLLING HILLS ESTATES
6/14/2020,294,163,13,7,CITY OF ROSEMEAD
6/14/2020,255,88,6,2,CITY OF SAN DIMAS
6/14/2020,987,243,41,10,CITY OF SAN FERNANDO
6/14/2020,447,183,49,20,CITY OF SAN GABRIEL
6/14/2020,181,24,8,1,CITY OF SAN MARINO
6/14/2020,403,889,9,20,CITY OF SANTA CLARITA
6/14/2020,550,101,0,0,CITY OF SANTA FE SPRINGS
6/14/2020,365,337,24,22,CITY OF SANTA MONICA
6/14/2020,173,19,18,2,CITY OF SIERRA MADRE
6/14/2020,424,50,0,0,CITY OF SIGNAL HILL
6/14/2020,843,176,19,4,CITY OF SOUTH EL MONTE
6/14/2020,1080,1060,22,22,CITY OF SOUTH GATE
6/14/2020,526,137,81,21,CITY OF SOUTH PASADENA
6/14/2020,527,192,77,28,CITY OF TEMPLE CITY
6/14/2020,301,449,33,49,CITY OF TORRANCE
6/14/2020,1914,4,0,0,CITY OF VERNON
6/14/2020,206,63,3,1,CITY OF WALNUT
6/14/2020,497,538,7,8,CITY OF WEST COVINA
6/14/2020,539,199,11,4,CITY OF WEST HOLLYWOOD
6/14/2020,84,7,0,0,CITY OF WESTLAKE VILLAGE
6/14/2020,511,447,13,11,CITY OF WHITTIER
6/14/2020,821,33216,35,1417,LOS ANGELES
6/14/2020,866,71,37,3,LOS ANGELES - ADAMS-NORMANDIE
6/14/2020,643,80,0,0,LOS ANGELES - ALSACE
6/14/2020,2500,1,0,0,LOS ANGELES - ANGELES NATIONAL FOREST
